file,status,n_salt_bridges_int,n_aromatic_stacking_int,n_hydrophobic_int,n_repulsive_int
neg_2I25_0_cleaned__vhh_4KFZ_0_cleaned_2.pdb,OK,0,0,0,0
neg_2B2X_cleaned__vhh_5L8K_0_cleaned_2.pdb,OK,0,0,3,1
neg_2BSE_1_cleaned__vhh_5LWF_cleaned_1.pdb,OK,0,0,30,0
neg_2I25_0_cleaned__vhh_6Z2M_cleaned_1.pdb,OK,0,0,3,2
neg_2I26_0_cleaned__vhh_8YBN_cleaned_2.pdb,OK,0,0,0,0
neg_2BSE_1_cleaned__vhh_7UL2_cleaned_2.pdb,OK,1,0,14,1
neg_2I26_0_cleaned__vhh_5M15_cleaned_1.pdb,OK,3,0,3,1
neg_2P42_cleaned__vhh_7F58_cleaned_2.pdb,OK,0,0,33,1
neg_2P42_cleaned__vhh_6B3J_cleaned_1.pdb,OK,0,0,34,1
neg_2P43_cleaned__vhh_4LGR_cleaned_1.pdb,OK,0,0,28,0
neg_2P44_cleaned__vhh_6CSY_cleaned_2.pdb,OK,0,0,24,0
neg_2P45_cleaned__vhh_5FV2_cleaned_2.pdb,OK,1,0,14,1
neg_2P46_cleaned__vhh_9JEC_cleaned_1.pdb,OK,0,2,41,0
neg_2P47_cleaned__vhh_6TYL_1_cleaned_2.pdb,OK,0,0,26,1
neg_2P46_cleaned__vhh_7MFU_0_cleaned_2.pdb,OK,0,0,27,0
neg_2P47_cleaned__vhh_7LOK_cleaned_1.pdb,OK,0,0,34,1
neg_2P45_cleaned__vhh_7WUI_cleaned_1.pdb,OK,0,0,33,0
neg_2P48_cleaned__vhh_5E0Q_cleaned_1.pdb,OK,0,0,16,0
neg_2P49_cleaned__vhh_7A4Y_cleaned_1.pdb,OK,0,0,13,0
neg_2P48_cleaned__vhh_4M3K_cleaned_2.pdb,OK,0,0,10,0
neg_2P4A_cleaned__vhh_5G5R_cleaned_1.pdb,OK,0,0,10,0
neg_2X6M_cleaned__vhh_8DQU_cleaned_2.pdb,OK,0,0,0,1
neg_2X6M_cleaned__vhh_7KI1_cleaned_1.pdb,OK,0,0,0,0
neg_2VYR_cleaned__vhh_5M94_cleaned_1.pdb,OK,0,0,6,1
neg_2XT1_cleaned__vhh_6LZ2_1_cleaned_2.pdb,OK,0,0,42,1
neg_2P4A_cleaned__vhh_7B14_cleaned_2.pdb,OK,0,0,44,0
neg_2VYR_cleaned__vhh_7WXU_cleaned_2.pdb,OK,0,0,12,0
neg_2XV6_1_cleaned__vhh_6LMK_cleaned_2.pdb,OK,1,0,21,0
neg_2XV6_0_cleaned__vhh_7TYW_cleaned_2.pdb,OK,1,0,60,0
neg_2XT1_cleaned__vhh_7VBH_cleaned_1.pdb,OK,1,0,22,2
neg_2XV6_0_cleaned__vhh_6NIY_cleaned_1.pdb,OK,1,0,20,0
neg_2XV6_1_cleaned__vhh_6WZG_cleaned_1.pdb,OK,1,0,48,1
neg_2XXM_cleaned__vhh_5F1K_cleaned_1.pdb,OK,2,0,62,1
neg_2XXM_cleaned__vhh_6OBO_cleaned_2.pdb,OK,3,0,29,1
neg_3CFI_0_cleaned__vhh_7CX4_cleaned_2.pdb,OK,0,0,74,2
neg_2Z8V_0_cleaned__vhh_5IMM_cleaned_1.pdb,OK,0,0,20,0
neg_3CFI_0_cleaned__vhh_8YBO_cleaned_1.pdb,OK,1,0,34,3
neg_2Z8W_0_cleaned__vhh_3ZKX_0_cleaned_2.pdb,OK,1,0,12,2
neg_3CFI_1_cleaned__vhh_4BFB_0_cleaned_1.pdb,OK,1,0,4,0
neg_3EBA_cleaned__vhh_6Z10_cleaned_2.pdb,OK,0,0,10,2
neg_2Z8W_0_cleaned__vhh_4BFB_0_cleaned_1.pdb,OK,1,0,16,3
neg_3EBA_cleaned__vhh_9T9M_cleaned_1.pdb,OK,4,0,28,1
neg_2Z8V_0_cleaned__vhh_7ZMV_cleaned_2.pdb,OK,1,0,20,1
neg_3CFI_1_cleaned__vhh_7P5Y_0_cleaned_2.pdb,OK,2,0,17,7
neg_3EZJ_cleaned__vhh_4Y8D_cleaned_1.pdb,OK,2,0,11,3
neg_3G9A_cleaned__vhh_4C57_cleaned_2.pdb,OK,1,0,9,1
neg_3G9A_cleaned__vhh_7ANQ_cleaned_1.pdb,OK,2,0,22,2
neg_3EZJ_cleaned__vhh_4W2O_cleaned_2.pdb,OK,2,0,16,2
neg_3JBC_cleaned__vhh_7PIV_cleaned_1.pdb,OK,0,0,0,0
neg_3JBC_cleaned__vhh_8QZ2_cleaned_2.pdb,OK,0,0,3,0
neg_3JBE_cleaned__vhh_5BOZ_0_cleaned_2.pdb,OK,0,0,21,2
neg_3JBE_cleaned__vhh_7FIG_cleaned_1.pdb,OK,1,0,8,1
neg_3JBF_cleaned__vhh_7PH4_cleaned_2.pdb,OK,1,0,15,1
neg_3JBF_cleaned__vhh_6X08_cleaned_1.pdb,OK,2,0,30,4
neg_3K1K_cleaned__vhh_7F1G_cleaned_2.pdb,OK,0,0,8,2
neg_3K1K_cleaned__vhh_7Y0O_cleaned_1.pdb,OK,1,1,16,0
neg_3K74_cleaned__vhh_6GS7_cleaned_1.pdb,OK,2,1,14,4
neg_3K74_cleaned__vhh_7CZD_cleaned_2.pdb,OK,0,0,12,0
neg_3K81_1_cleaned__vhh_6GK4_1_cleaned_1.pdb,OK,1,0,15,0
neg_3OGO_cleaned__vhh_5JA8_cleaned_2.pdb,OK,1,0,1,0
neg_3K81_1_cleaned__vhh_7F53_cleaned_2.pdb,OK,0,1,34,3
neg_3K3Q_cleaned__vhh_6H1F_cleaned_1.pdb,OK,4,0,7,4
neg_3K3Q_cleaned__vhh_7F5G_cleaned_2.pdb,OK,0,0,5,1
neg_3OGO_cleaned__vhh_8APY_cleaned_1.pdb,OK,1,0,0,0
neg_3P9W_1_cleaned__vhh_6GS1_cleaned_1.pdb,OK,3,0,12,5
neg_3QSK_cleaned__vhh_5JMO_cleaned_2.pdb,OK,0,0,16,0
neg_3P0G_cleaned__vhh_6OBO_cleaned_1.pdb,OK,0,0,29,0
neg_3QSK_cleaned__vhh_8IM1_2_cleaned_1.pdb,OK,0,0,10,1
neg_3P0G_cleaned__vhh_6U51_1_cleaned_2.pdb,OK,0,0,26,2
neg_3P9W_1_cleaned__vhh_8Q93_cleaned_2.pdb,OK,1,0,9,2
neg_3R0M_cleaned__vhh_7WQ4_cleaned_2.pdb,OK,0,0,2,0
neg_3JBG_0_cleaned__vhh_8JIU_cleaned_2.pdb,OK,0,0,14,2
neg_3R0M_cleaned__vhh_7WXW_cleaned_1.pdb,OK,0,0,4,1
neg_3JBG_0_cleaned__vhh_6X1A_cleaned_1.pdb,OK,0,0,15,1
neg_3STB_1_cleaned__vhh_7D7M_cleaned_1.pdb,OK,1,0,24,0
neg_3RJQ_cleaned__vhh_7RI2_cleaned_1.pdb,OK,5,0,52,3
neg_3RJQ_cleaned__vhh_3R0M_cleaned_2.pdb,OK,4,1,63,3
neg_3STB_1_cleaned__vhh_9LJJ_cleaned_2.pdb,OK,0,1,36,0
neg_3V7A_cleaned__vhh_5TSJ_cleaned_2.pdb,OK,1,0,23,0
neg_3SN6_cleaned__vhh_8WG7_cleaned_2.pdb,OK,4,0,35,4
neg_3SN6_cleaned__vhh_8FLR_cleaned_1.pdb,OK,4,0,32,6
neg_3ZKQ_cleaned__vhh_7FBK_cleaned_2.pdb,OK,0,0,24,1
neg_3ZKS_cleaned__vhh_5OMN_cleaned_2.pdb,OK,2,0,25,1
neg_3V7A_cleaned__vhh_2P47_cleaned_1.pdb,OK,0,0,22,0
neg_3ZKX_0_cleaned__vhh_8B1J_cleaned_2.pdb,OK,2,0,77,0
neg_3ZKX_0_cleaned__vhh_7MFU_1_cleaned_1.pdb,OK,1,0,59,1
neg_3ZKS_cleaned__vhh_7ME7_0_cleaned_1.pdb,OK,0,0,14,0
neg_3ZKQ_cleaned__vhh_8YVJ_cleaned_1.pdb,OK,0,0,65,2
neg_3ZKX_1_cleaned__vhh_7F1O_cleaned_2.pdb,OK,1,0,8,0
neg_4BEL_cleaned__vhh_5MP2_cleaned_2.pdb,OK,1,0,67,2
neg_4C57_0_cleaned__vhh_7NFQ_cleaned_1.pdb,OK,1,0,8,0
neg_3ZLQ_cleaned__vhh_6OZ6_0_cleaned_2.pdb,OK,1,0,37,5
neg_4C57_0_cleaned__vhh_8PJP_cleaned_2.pdb,OK,1,0,8,0
neg_4BEL_cleaned__vhh_8JTW_cleaned_1.pdb,OK,1,0,61,2
neg_4C57_cleaned__vhh_6UKT_0_cleaned_1.pdb,OK,3,0,2,2
neg_4C57_cleaned__vhh_6I53_cleaned_2.pdb,OK,1,0,28,2
neg_4C58_cleaned__vhh_4Y8D_cleaned_1.pdb,OK,2,0,14,2
neg_4C59_cleaned__vhh_4C58_cleaned_1.pdb,OK,4,0,16,4
neg_4EIG_cleaned__vhh_8HNN_cleaned_1.pdb,OK,0,0,24,2
neg_4EIG_cleaned__vhh_3JBC_cleaned_2.pdb,OK,0,0,56,0
neg_4C58_cleaned__vhh_4C59_cleaned_2.pdb,OK,2,0,22,3
neg_4EIZ_cleaned__vhh_5OVW_cleaned_1.pdb,OK,1,0,15,2
neg_4CDG_cleaned__vhh_3CFI_1_cleaned_2.pdb,OK,2,0,15,4
neg_4EIZ_cleaned__vhh_7V35_cleaned_2.pdb,OK,2,1,11,0
neg_4C59_cleaned__vhh_4Y8D_cleaned_2.pdb,OK,3,0,14,2
neg_4GFT_cleaned__vhh_4W6Y_cleaned_1.pdb,OK,1,0,20,2
neg_4GFT_cleaned__vhh_7CFN_cleaned_2.pdb,OK,1,0,39,2
neg_4EJ1_cleaned__vhh_7C8W_cleaned_2.pdb,OK,1,1,18,6
neg_4EJ1_cleaned__vhh_7O3B_cleaned_1.pdb,OK,1,0,4,3
neg_4CDG_cleaned__vhh_1CZ8_cleaned_1.pdb,OK,1,0,68,6
neg_4GRW_1_cleaned__vhh_5DMJ_cleaned_2.pdb,OK,2,0,18,1
neg_4GRW_1_cleaned__vhh_8HEG_cleaned_1.pdb,OK,3,0,3,5
neg_4GRW_0_cleaned__vhh_5FV2_cleaned_1.pdb,OK,0,0,22,1
neg_4HEM_0_cleaned__vhh_6E3Y_cleaned_1.pdb,OK,0,0,4,0
neg_4GRW_3_cleaned__vhh_6DBF_cleaned_2.pdb,OK,0,0,29,2
neg_4GRW_3_cleaned__vhh_6CWG_cleaned_1.pdb,OK,0,0,10,0
neg_4HEM_0_cleaned__vhh_8GQ5_cleaned_2.pdb,OK,0,0,1,0
neg_4GRW_0_cleaned__vhh_5C2U_cleaned_2.pdb,OK,3,0,33,3
neg_4HGK_0_cleaned__vhh_5JQH_cleaned_1.pdb,OK,1,0,14,2
neg_4HGK_0_cleaned__vhh_6WZG_cleaned_2.pdb,OK,1,0,12,2
neg_4HJJ_cleaned__vhh_7XOU_cleaned_2.pdb,OK,0,0,0,0
neg_4I0C_0_cleaned__vhh_6X18_cleaned_2.pdb,OK,1,0,3,1
neg_4I13_cleaned__vhh_6UL4_cleaned_2.pdb,OK,0,0,5,2
neg_4HEP_cleaned__vhh_6N4Y_1_cleaned_2.pdb,OK,1,0,3,2
neg_4I1N_cleaned__vhh_7P2D_cleaned_1.pdb,OK,1,0,8,1
neg_4I13_cleaned__vhh_8QW4_cleaned_1.pdb,OK,0,0,25,2
neg_4I1N_cleaned__vhh_7Y9T_cleaned_2.pdb,OK,0,0,15,0
neg_4KDT_cleaned__vhh_8DFL_cleaned_2.pdb,OK,0,0,1,0
neg_4HGM_0_cleaned__vhh_7AQY_0_cleaned_1.pdb,OK,1,0,26,3
neg_4IOS_0_cleaned__vhh_4X7D_1_cleaned_2.pdb,OK,0,0,3,0
neg_4HEP_cleaned__vhh_9HO4_cleaned_1.pdb,OK,2,0,12,2
neg_4IOS_0_cleaned__vhh_7W1S_cleaned_1.pdb,OK,1,0,3,3
neg_4KDT_cleaned__vhh_8RMK_cleaned_1.pdb,OK,0,0,4,0
neg_4KML_cleaned__vhh_4Y8D_cleaned_2.pdb,OK,0,0,10,4
neg_4KML_cleaned__vhh_7A17_1_cleaned_1.pdb,OK,2,0,4,6
neg_4LGP_1_cleaned__vhh_3K1K_cleaned_2.pdb,OK,0,0,45,1
neg_4LGP_cleaned__vhh_9LM6_cleaned_1.pdb,OK,2,0,31,0
neg_4LGP_cleaned__vhh_7AQY_0_cleaned_2.pdb,OK,0,0,23,0
neg_4LGR_cleaned__vhh_6Z20_cleaned_1.pdb,OK,0,0,0,0
neg_4KFZ_0_cleaned__vhh_6APP_cleaned_1.pdb,OK,0,0,29,1
neg_4LGP_1_cleaned__vhh_7SAH_cleaned_1.pdb,OK,1,0,38,1
neg_4LGR_cleaned__vhh_1ZVH_cleaned_2.pdb,OK,0,1,64,0
neg_4LGS_cleaned__vhh_4WEN_cleaned_2.pdb,OK,0,0,26,0
neg_4LHQ_cleaned__vhh_4BFB_0_cleaned_1.pdb,OK,0,0,0,0
neg_4LGS_cleaned__vhh_5E7F_cleaned_1.pdb,OK,1,0,2,0
neg_4KFZ_0_cleaned__vhh_7D3S_cleaned_2.pdb,OK,1,0,49,2
neg_4LHJ_cleaned__vhh_5C3L_cleaned_2.pdb,OK,0,0,8,0
neg_4LHJ_cleaned__vhh_7A6O_cleaned_1.pdb,OK,0,0,2,1
neg_4LHQ_cleaned__vhh_7R24_cleaned_2.pdb,OK,0,0,14,1
neg_4LSV_cleaned__vhh_5E7F_cleaned_1.pdb,OK,2,0,11,5
neg_4LSV_cleaned__vhh_6F2G_cleaned_2.pdb,OK,0,0,7,2
neg_4M3K_cleaned__vhh_7BZ2_cleaned_1.pdb,OK,5,1,62,3
neg_4N1H_cleaned__vhh_7CKZ_cleaned_2.pdb,OK,0,0,0,0
neg_4M3K_cleaned__vhh_7KJH_cleaned_2.pdb,OK,1,0,58,4
neg_4N9O_cleaned__vhh_4KML_cleaned_1.pdb,OK,1,0,22,2
neg_4N1H_cleaned__vhh_8PJP_cleaned_1.pdb,OK,0,0,8,0
neg_4MQS_cleaned__vhh_8UY6_cleaned_2.pdb,OK,1,1,18,3
neg_4N9O_cleaned__vhh_7Z1C_2_cleaned_2.pdb,OK,0,0,40,1
neg_4MQT_cleaned__vhh_8UY6_cleaned_2.pdb,OK,2,1,38,4
neg_4MQT_cleaned__vhh_4MQS_cleaned_1.pdb,OK,3,0,34,2
neg_4NBX_cleaned__vhh_6SGE_cleaned_1.pdb,OK,0,0,5,1
neg_4MQS_cleaned__vhh_4MQT_cleaned_1.pdb,OK,5,0,24,1
neg_4NBX_cleaned__vhh_5LHN_cleaned_2.pdb,OK,0,1,75,0
neg_4NBY_cleaned__vhh_4PGJ_1_cleaned_1.pdb,OK,0,1,33,0
neg_4NBY_cleaned__vhh_5LHP_cleaned_2.pdb,OK,0,0,71,0
neg_4NC0_cleaned__vhh_7Y9T_cleaned_2.pdb,OK,0,2,44,0
neg_4NC0_cleaned__vhh_4WEN_cleaned_1.pdb,OK,0,0,22,1
neg_4NC2_cleaned__vhh_4QO1_cleaned_1.pdb,OK,0,0,3,1
neg_4NC2_cleaned__vhh_5M15_0_cleaned_2.pdb,OK,0,0,47,1
neg_4ORZ_cleaned__vhh_4X7C_1_cleaned_1.pdb,OK,2,0,12,2
neg_4ORZ_cleaned__vhh_7YMJ_cleaned_2.pdb,OK,1,0,5,0
neg_4PGJ_0_cleaned__vhh_7D5P_cleaned_1.pdb,OK,1,0,22,2
neg_4PGJ_0_cleaned__vhh_6QV2_cleaned_2.pdb,OK,4,0,24,3
neg_4NC1_cleaned__vhh_7RNN_cleaned_1.pdb,OK,0,1,29,1
neg_4PGJ_1_cleaned__vhh_8YSH_cleaned_2.pdb,OK,3,0,12,4
neg_4PGJ_1_cleaned__vhh_6SGE_cleaned_1.pdb,OK,1,0,16,6
neg_4PGJ_cleaned__vhh_7D30_1_cleaned_1.pdb,OK,3,0,17,2
neg_4POU_cleaned__vhh_6RAI_cleaned_2.pdb,OK,0,0,7,0
neg_4P2C_0_cleaned__vhh_7SAJ_cleaned_1.pdb,OK,0,0,20,1
neg_4POU_cleaned__vhh_8A67_cleaned_1.pdb,OK,0,0,30,0
neg_4QO1_cleaned__vhh_7D5U_cleaned_1.pdb,OK,0,0,3,1
neg_4S10_0_cleaned__vhh_8C8P_cleaned_1.pdb,OK,1,0,5,0
neg_4QO1_cleaned__vhh_5F7Y_cleaned_2.pdb,OK,0,0,0,0
neg_4S10_cleaned__vhh_4NC2_cleaned_2.pdb,OK,1,0,13,0
neg_4S10_cleaned__vhh_5M14_cleaned_1.pdb,OK,0,2,17,3
neg_4S10_0_cleaned__vhh_9HPA_cleaned_2.pdb,OK,1,0,27,3
neg_4TVS_cleaned__vhh_2XV6_0_cleaned_2.pdb,OK,0,0,0,0
neg_4W2O_cleaned__vhh_5KWL_cleaned_1.pdb,OK,0,0,13,2
neg_4TVS_cleaned__vhh_9EAI_cleaned_1.pdb,OK,1,0,41,3
neg_4W2Q_cleaned__vhh_6NBF_cleaned_1.pdb,OK,0,0,27,1
neg_4W2O_cleaned__vhh_7BU6_cleaned_2.pdb,OK,1,1,28,1
neg_4W2Q_cleaned__vhh_7Z1C_0_cleaned_2.pdb,OK,1,0,3,1
neg_4W6W_cleaned__vhh_8H91_cleaned_2.pdb,OK,0,0,17,1
neg_4QKX_cleaned__vhh_6N48_cleaned_1.pdb,OK,2,0,75,0
neg_4W6W_cleaned__vhh_8HDP_cleaned_1.pdb,OK,0,0,5,1
neg_4W6X_cleaned__vhh_7YDP_cleaned_2.pdb,OK,1,0,17,1
neg_4QKX_cleaned__vhh_6H7K_1_cleaned_2.pdb,OK,1,0,65,0
neg_4W6X_cleaned__vhh_6X9T_cleaned_1.pdb,OK,0,0,20,0
neg_4WEM_cleaned__vhh_7WUJ_cleaned_1.pdb,OK,1,0,11,0
neg_4W6Y_cleaned__vhh_4WEN_cleaned_1.pdb,OK,0,0,9,1
neg_4WEN_cleaned__vhh_7F5H_cleaned_2.pdb,OK,1,0,0,2
neg_4W6Y_cleaned__vhh_6N48_cleaned_2.pdb,OK,0,1,18,0
neg_4WEU_cleaned__vhh_7LLY_cleaned_2.pdb,OK,1,0,6,1
neg_4WEU_cleaned__vhh_6RQM_cleaned_1.pdb,OK,1,0,5,1
neg_4WEN_cleaned__vhh_7XP5_cleaned_1.pdb,OK,0,0,19,2
neg_4WGV_cleaned__vhh_9S35_cleaned_2.pdb,OK,0,0,11,1
neg_4WGW_cleaned__vhh_6IBB_0_cleaned_2.pdb,OK,0,0,5,3
neg_4WGW_cleaned__vhh_8HJ0_cleaned_1.pdb,OK,0,0,13,1
neg_4X7C_1_cleaned__vhh_4S10_cleaned_2.pdb,OK,0,1,41,0
neg_4X7C_cleaned__vhh_4N9O_cleaned_1.pdb,OK,0,1,75,1
neg_4X7C_1_cleaned__vhh_6S0Y_cleaned_1.pdb,OK,0,0,30,0
neg_4X7D_1_cleaned__vhh_4W6W_cleaned_2.pdb,OK,0,1,55,1
neg_4X7E_cleaned__vhh_4NC1_cleaned_1.pdb,OK,0,1,42,0
neg_4X7D_1_cleaned__vhh_6IBB_1_cleaned_1.pdb,OK,0,0,16,0
neg_4X7E_cleaned__vhh_5F9D_cleaned_2.pdb,OK,0,0,23,0
neg_4Y8D_cleaned__vhh_5G5X_cleaned_2.pdb,OK,1,0,8,0
neg_4X7F_cleaned__vhh_5C1M_cleaned_2.pdb,OK,1,1,56,2
neg_4XT1_cleaned__vhh_6ITC_0_cleaned_1.pdb,OK,0,0,20,1
neg_4XT1_cleaned__vhh_4W2Q_cleaned_2.pdb,OK,1,0,16,0
neg_4X7C_cleaned__vhh_4W6Y_cleaned_2.pdb,OK,1,0,47,4
neg_4ZG1_cleaned__vhh_6ZG3_cleaned_1.pdb,OK,0,0,0,0
neg_4ZG1_cleaned__vhh_7QBG_0_cleaned_2.pdb,OK,0,0,0,1
neg_4Z9K_cleaned__vhh_5DFZ_cleaned_2.pdb,OK,0,1,39,0
neg_4Y8D_cleaned__vhh_7Y9V_cleaned_1.pdb,OK,1,0,24,2
neg_5BOZ_0_cleaned__vhh_4I13_cleaned_2.pdb,OK,0,0,5,2
neg_5BOP_cleaned__vhh_7Z1A_0_cleaned_1.pdb,OK,0,2,21,3
neg_4Z9K_cleaned__vhh_6RAN_cleaned_1.pdb,OK,0,0,66,1
neg_5BOZ_0_cleaned__vhh_7CZ5_cleaned_1.pdb,OK,1,0,28,1
neg_5C3L_cleaned__vhh_6V80_cleaned_2.pdb,OK,0,0,7,0
neg_5C2U_cleaned__vhh_7PQG_cleaned_2.pdb,OK,0,0,26,1
neg_5C3L_cleaned__vhh_7F1O_cleaned_1.pdb,OK,1,0,3,0
neg_5C1M_cleaned__vhh_5HGG_cleaned_1.pdb,OK,1,0,12,1
neg_5C2U_cleaned__vhh_8TH4_cleaned_1.pdb,OK,1,0,54,2
neg_5C1M_cleaned__vhh_7ZOX_0_cleaned_2.pdb,OK,2,0,28,0
neg_5DA0_cleaned__vhh_7PH3_cleaned_1.pdb,OK,0,0,8,1
neg_5DA0_cleaned__vhh_7C2E_cleaned_2.pdb,OK,0,0,10,0
neg_5DMJ_cleaned__vhh_6FE4_0_cleaned_1.pdb,OK,1,0,27,1
neg_5E0Q_cleaned__vhh_8EE2_0_cleaned_1.pdb,OK,0,0,19,0
neg_5E0Q_cleaned__vhh_7PQG_cleaned_2.pdb,OK,0,0,6,0
neg_5DMJ_cleaned__vhh_7NGH_cleaned_2.pdb,OK,1,1,33,5
neg_5E1H_cleaned__vhh_5F21_cleaned_1.pdb,OK,0,0,17,0
neg_5E5M_0_cleaned__vhh_5M2M_cleaned_2.pdb,OK,1,0,35,0
neg_5E1H_cleaned__vhh_2P43_cleaned_2.pdb,OK,0,0,12,0
neg_5E5M_0_cleaned__vhh_8ELN_cleaned_1.pdb,OK,1,0,31,2
neg_5F1K_cleaned__vhh_6X9S_cleaned_1.pdb,OK,1,0,53,1
neg_5E7F_cleaned__vhh_5F7L_cleaned_1.pdb,OK,0,1,57,0
neg_5F1K_cleaned__vhh_8PIH_cleaned_2.pdb,OK,0,0,19,1
neg_5E7F_cleaned__vhh_8Z8L_cleaned_2.pdb,OK,0,1,54,3
neg_5F1O_cleaned__vhh_6GJQ_cleaned_2.pdb,OK,0,0,15,0
neg_5F1O_cleaned__vhh_7F5H_cleaned_1.pdb,OK,2,0,3,1
neg_5F21_cleaned__vhh_5DA0_cleaned_2.pdb,OK,1,0,20,2
neg_5F21_cleaned__vhh_6IBB_cleaned_1.pdb,OK,1,0,28,0
neg_5F7K_cleaned__vhh_7NFR_cleaned_2.pdb,OK,1,0,23,0
neg_5F7K_cleaned__vhh_7CX3_cleaned_1.pdb,OK,1,0,67,2
neg_5F7M_cleaned__vhh_7N9A_cleaned_2.pdb,OK,2,0,10,2
neg_5F7N_cleaned__vhh_7NQK_cleaned_1.pdb,OK,0,0,80,3
neg_5F7N_cleaned__vhh_8WG7_cleaned_2.pdb,OK,1,0,76,3
neg_5F7Y_cleaned__vhh_5MY6_cleaned_2.pdb,OK,1,0,17,1
neg_5F8Q_cleaned__vhh_6GJU_0_cleaned_1.pdb,OK,1,1,22,1
neg_5F8Q_cleaned__vhh_7F58_cleaned_2.pdb,OK,0,0,57,1
neg_5F7W_cleaned__vhh_5OVW_cleaned_2.pdb,OK,0,0,22,2
neg_5F8R_cleaned__vhh_5UKB_cleaned_1.pdb,OK,0,0,18,3
neg_5F93_cleaned__vhh_6IBB_1_cleaned_2.pdb,OK,0,0,36,2
neg_5F8R_cleaned__vhh_5O03_cleaned_2.pdb,OK,0,0,9,1
neg_5F97_cleaned__vhh_7F23_cleaned_1.pdb,OK,0,0,34,1
neg_5FV2_cleaned__vhh_7ZQT_cleaned_1.pdb,OK,0,0,7,0
neg_5F9A_cleaned__vhh_6X05_cleaned_1.pdb,OK,1,0,31,4
neg_5F9A_cleaned__vhh_7D5P_cleaned_2.pdb,OK,0,1,30,2
neg_5FYL_cleaned__vhh_1OP9_cleaned_2.pdb,OK,1,0,2,1
neg_5FYL_cleaned__vhh_4KML_cleaned_1.pdb,OK,0,0,2,1
neg_5F97_cleaned__vhh_7KN5_0_cleaned_2.pdb,OK,0,0,71,1
neg_5FV2_cleaned__vhh_8HNN_cleaned_2.pdb,OK,2,0,28,1
neg_5F9D_cleaned__vhh_4NBY_cleaned_1.pdb,OK,1,1,21,1
neg_5G5R_cleaned__vhh_5KU0_1_cleaned_1.pdb,OK,2,0,21,6
neg_5G5R_cleaned__vhh_8AFH_0_cleaned_2.pdb,OK,1,0,23,1
neg_5F9D_cleaned__vhh_7F55_cleaned_2.pdb,OK,0,0,58,2
